Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Rule ID,HitCount
40831,80,63406,80,allow,1614,1300,314,10,15,5,5,415,1
36138,443,58693,443,allow,50384,5218,45166,76,99,26,50,416,1
33151,53,41502,53,allow,168,78,90,2,30,1,1,417,1
50563,53,11644,53,allow,718,94,624,2,30,1,1,418,1
50480,443,25461,443,allow,57535,3735,53800,70,122,26,44,419,2
57138,443,59763,443,allow,70379,4205,66174,101,403,51,50,420,2
52152,80,10469,80,allow,366,240,126,7,32,5,2,421,1
55724,45682,6518,45682,allow,70,70,0,1,5,1,0,422,2
51999,80,34655,80,allow,20433,10970,9463,34,42,19,15,423,1
51934,443,39970,443,allow,9735,2891,6844,36,82,17,19,424,2
56521,53,35277,53,allow,305,86,219,2,30,1,1,425,2
50056,27018,7128,27018,allow,468,390,78,5,30,4,1,426,5
65078,53,19268,53,allow,177,94,83,2,30,1,1,427,3
55999,443,53262,443,allow,45632,2078,43554,58,120,22,36,428,2
43088,5228,50878,5228,allow,4708,1753,2955,27,4133,12,15,429,1
37647,443,55661,443,allow,697381,19797,677584,725,106,247,478,430,1
58424,443,8670,443,allow,81295,4140,77155,114,117,42,72,431,2
52142,80,50942,80,allow,246,120,126,5,32,3,2,432,1
52155,80,52769,80,allow,366,240,126,7,32,5,2,433,2
65524,443,51488,443,allow,282968,9210,273758,296,15,106,190,434,1
52163,443,4704,443,allow,4187,773,3414,16,30,9,7,435,1
52161,443,17095,443,allow,1461,924,537,13,31,7,6,436,1
53995,41985,42236,41985,allow,70,70,0,2,7,2,0,437,1
51221,51413,17316,51413,allow,460,150,310,2,1200,1,1,438,7
65525,443,9387,443,allow,92247,4799,87448,107,15,43,64,439,1
52080,80,40918,80,allow,27100,21684,5416,39,38,25,14,440,1
52158,80,31502,80,allow,502,310,192,9,31,6,3,441,1
10151,11888,57602,11888,allow,491,150,341,2,1200,1,1,442,1
52154,80,54882,80,allow,366,240,126,7,32,5,2,443,1
49899,443,6307,443,allow,1820,1101,719,18,72,10,8,444,2
53983,40500,9041,40500,allow,70,70,0,1,4,1,0,445,2
49668,443,64842,443,allow,1288,754,534,13,50,5,8,446,2
64093,64828,53558,64828,allow,70,70,0,1,4,1,0,447,2
52237,16801,7817,16801,allow,70,70,0,1,5,1,0,448,2
57242,53,53275,53,allow,184,86,98,2,29,1,1,449,1
60833,443,43148,443,allow,1157,817,340,10,26,5,5,450,1
32971,443,57614,443,allow,300,180,120,4,15,2,2,451,3
52027,80,10157,80,allow,9732,8170,1562,18,38,10,8,452,1
56172,53,12622,53,allow,253,87,166,4,29,2,2,113,3
56663,53,55920,53,allow,181,94,87,2,30,1,1,405,5
56773,80,16432,80,allow,1462,703,759,8,16,5,3,453,1
44421,443,9990,443,allow,2548,1565,983,20,330,11,9,454,1
55806,53,2252,53,allow,200,102,98,2,30,1,1,455,4
17129,53,49932,53,allow,225,78,147,2,31,1,1,456,1
51404,443,29692,443,allow,9076,2650,6426,35,247,15,20,457,1
36503,443,18047,443,allow,3549,899,2650,13,120,6,7,458,1
53660,443,62189,443,allow,2955,864,2091,11,119,5,6,459,3
54401,443,33851,443,allow,11527127,373718,11153409,12286,144,4090,8196,460,1
52018,80,60048,80,allow,4988,2667,2321,15,38,10,5,461,2
55726,32463,19971,32463,allow,70,70,0,1,5,1,0,462,2
50054,443,33481,443,allow,7630,839,6791,20,79,9,11,463,1
56624,53,60055,53,allow,328,87,241,4,52,2,2,114,11
56667,53,36173,53,allow,232,94,138,2,30,1,1,464,9
56684,53,5087,53,allow,194,94,100,2,30,1,1,465,2
65001,53,27011,53,allow,200,78,122,2,30,1,1,466,2
56751,53,35800,53,allow,177,94,83,2,30,1,1,467,3
52127,80,9783,80,allow,2412,1750,662,13,36,9,4,468,1
12939,53,12939,53,allow,216,82,134,2,32,1,1,469,1
52486,443,26318,443,allow,57366,41661,15705,111,440,66,45,470,1
52238,48996,43886,48996,allow,70,70,0,1,5,1,0,471,2
55848,53,3289,53,allow,387,134,253,2,30,1,1,472,3
65484,53,10578,53,allow,195,86,109,2,30,1,1,473,3
49695,53,29724,53,allow,240,102,138,2,30,1,1,474,2
64877,53,41929,53,allow,209,110,99,2,30,1,1,475,6
43516,53,56876,53,allow,168,78,90,2,30,1,1,476,1
52865,443,19165,443,allow,13139,6481,6658,36,262,16,20,477,2
50684,443,36548,443,allow,6909,2495,4414,20,15,11,9,478,1
52013,80,47338,80,allow,27271,12050,15221,45,38,24,21,479,1
51946,80,42668,80,allow,1716,952,764,13,69,8,5,480,1
52160,80,10438,80,allow,502,310,192,9,31,6,3,481,1
52267,55982,31620,55982,allow,70,70,0,2,6,2,0,482,1
24965,53,24965,53,allow,247,98,149,2,32,1,1,483,1
52266,31225,1238,31225,allow,70,70,0,1,5,1,0,484,1
51930,443,10848,443,allow,9114,2713,6401,33,82,15,18,485,1
38999,443,34634,443,allow,12742,1983,10759,47,123,14,33,486,1
57986,80,48652,80,allow,1056,682,374,10,15,6,4,487,2
49410,53,59985,53,allow,324,87,237,4,55,2,2,105,9
54877,53,59244,53,allow,199,94,105,2,30,1,1,488,1
49432,53,21540,53,allow,199,94,105,2,30,1,1,489,8
49743,53,1715,53,allow,210,94,116,2,30,1,1,490,2
49913,53,15271,53,allow,177,94,83,2,30,1,1,491,7
39311,443,39728,443,allow,12825,8114,4711,63,269,25,38,492,1
42046,443,15950,443,allow,10195,2175,8020,25,187,14,11,493,1
44323,5228,8392,5228,allow,7292,4509,2783,50,6392,25,25,494,1
55072,53,55776,53,allow,177,94,83,2,30,1,1,495,11
49980,53,9358,53,allow,168,94,74,2,31,1,1,496,3
55306,53,44864,53,allow,177,94,83,2,31,1,1,389,4
47739,5228,19332,5228,allow,2852,2143,709,16,121,8,8,497,1
6881,6881,13981,6881,allow,150,150,0,1,1200,1,0,498,39
65078,53,50659,53,allow,177,94,83,2,30,1,1,427,3
49980,53,26131,53,allow,152,78,74,2,30,1,1,496,3
55065,53,9474,53,allow,168,78,90,2,30,1,1,499,2
45151,53,40658,53,allow,168,78,90,2,30,1,1,500,1
55072,53,50967,53,allow,177,94,83,2,31,1,1,495,11
57470,13613,53702,13613,allow,1577,594,983,20,1638,10,10,501,3
53637,443,7341,443,allow,8473,1099,7374,20,119,9,11,502,1
50064,80,16215,80,allow,186,64,122,4,25,2,2,503,1
50065,80,29478,80,allow,4709,4006,703,11,25,6,5,504,1
58964,80,7375,80,allow,5541,4758,783,16,16,8,8,505,1
57262,53,45135,53,allow,94,94,0,1,30,1,0,506,5
53638,443,29587,443,allow,2090,1100,990,17,119,9,8,507,2
28007,443,40494,443,allow,31586,15587,15999,213,884,105,108,508,2
49964,53,64934,53,allow,749,94,655,2,30,1,1,509,3
49854,443,20438,443,allow,5578,2780,2798,14,120,7,7,510,2
64112,24707,56635,24707,allow,66,66,0,2,8,2,0,511,1
53895,443,16317,443,allow,375374,160846,214528,633,1412,294,339,512,3
56751,53,10691,53,allow,177,94,83,2,30,1,1,467,3
55563,53,42353,53,allow,177,94,83,2,30,1,1,513,7
55619,445,0,0,deny,70,70,0,1,0,1,0,514,3
3456,11392,0,0,deny,62,62,0,1,0,1,0,515,3
50942,445,0,0,deny,70,70,0,1,0,1,0,516,1
50939,445,0,0,deny,70,70,0,1,0,1,0,517,2
50941,445,0,0,deny,70,70,0,1,0,1,0,518,1
443,34920,0,0,deny,60,60,0,1,0,1,0,519,1
15774,56205,0,0,deny,66,66,0,1,0,1,0,520,1
50937,445,0,0,deny,70,70,0,1,0,1,0,521,2
443,14591,0,0,deny,131,131,0,1,0,1,0,522,9
63421,44847,0,0,deny,66,66,0,1,0,1,0,523,2
62949,37965,0,0,deny,62,62,0,1,0,1,0,524,2
55517,25174,0,0,deny,66,66,0,1,0,1,0,525,1
50935,445,0,0,deny,70,70,0,1,0,1,0,526,1
63346,37965,0,0,deny,66,66,0,1,0,1,0,527,2
42564,50584,0,0,deny,62,62,0,1,0,1,0,528,1
51032,445,0,0,deny,66,66,0,1,0,1,0,529,1
45652,10214,0,0,deny,62,62,0,1,0,1,0,530,2
33314,44847,0,0,deny,62,62,0,1,0,1,0,531,1
52470,14037,0,0,deny,66,66,0,1,0,1,0,532,1
1024,35894,0,0,deny,62,62,0,1,0,1,0,533,2
43704,37965,0,0,deny,66,66,0,1,0,1,0,534,2
48830,5900,0,0,deny,60,60,0,1,0,1,0,535,1
51024,445,0,0,deny,66,66,0,1,0,1,0,536,1
55608,445,0,0,deny,70,70,0,1,0,1,0,537,2
56039,50584,0,0,deny,62,62,0,1,0,1,0,538,3
50928,445,0,0,deny,70,70,0,1,0,1,0,539,4
59977,30188,0,0,deny,66,66,0,1,0,1,0,540,3
26884,57866,0,0,deny,74,74,0,1,0,1,0,541,1
61624,30317,0,0,deny,66,66,0,1,0,1,0,542,1
51021,445,0,0,deny,66,66,0,1,0,1,0,194,3
60141,30188,0,0,deny,66,66,0,1,0,1,0,543,3
52812,25174,0,0,deny,62,62,0,1,0,1,0,544,3
11643,81,0,0,deny,60,60,0,1,0,1,0,545,1
52769,51221,0,0,deny,62,62,0,1,0,1,0,546,1
50920,445,0,0,deny,70,70,0,1,0,1,0,547,2
11056,6881,0,0,deny,62,62,0,1,0,1,0,548,2
50917,445,0,0,deny,70,70,0,1,0,1,0,549,3
51014,445,0,0,deny,66,66,0,1,0,1,0,209,3
6666,62078,0,0,deny,60,60,0,1,0,1,0,550,2
39213,25174,0,0,deny,62,62,0,1,0,1,0,551,2
47063,15503,0,0,deny,146,146,0,1,0,1,0,552,5
56428,30317,0,0,deny,66,66,0,1,0,1,0,553,2
51007,445,0,0,deny,66,66,0,1,0,1,0,554,2
24534,50584,0,0,deny,62,62,0,1,0,1,0,555,2
50913,445,0,0,deny,70,70,0,1,0,1,0,556,2
50912,445,0,0,deny,70,70,0,1,0,1,0,557,1
42981,44847,0,0,deny,146,146,0,1,0,1,0,558,3
7151,37965,0,0,deny,66,66,0,1,0,1,0,559,1
60722,37965,0,0,deny,62,62,0,1,0,1,0,560,1
56940,5900,0,0,deny,60,60,0,1,0,1,0,561,1
65003,57470,0,0,deny,78,78,0,1,0,1,0,164,3
56366,51221,0,0,deny,66,66,0,1,0,1,0,562,1
3945,35440,0,0,deny,66,66,0,1,0,1,0,563,2
55597,445,0,0,deny,70,70,0,1,0,1,0,564,1
55595,445,0,0,deny,70,70,0,1,0,1,0,565,2
55596,445,0,0,deny,70,70,0,1,0,1,0,566,2
50996,445,0,0,deny,66,66,0,1,0,1,0,567,1
50997,445,0,0,deny,66,66,0,1,0,1,0,568,2
50998,445,0,0,deny,66,66,0,1,0,1,0,245,3
50991,445,0,0,deny,66,66,0,1,0,1,0,569,2
50995,445,0,0,deny,66,66,0,1,0,1,0,247,3
50994,445,0,0,deny,66,66,0,1,0,1,0,570,2
50993,445,0,0,deny,66,66,0,1,0,1,0,571,2
50990,445,0,0,deny,66,66,0,1,0,1,0,572,1
50908,445,0,0,deny,70,70,0,1,0,1,0,573,3
36357,25174,0,0,deny,62,62,0,1,0,1,0,574,3
64333,57470,0,0,deny,78,78,0,1,0,1,0,575,3
35319,51505,0,0,deny,62,62,0,1,0,1,0,576,2
56876,11392,0,0,deny,66,66,0,1,0,1,0,577,3
50907,445,0,0,deny,70,70,0,1,0,1,0,578,3
47141,50584,0,0,deny,62,62,0,1,0,1,0,579,2
52340,22114,0,0,deny,62,62,0,1,0,1,0,580,3
6889,5529,0,0,deny,143,143,0,1,0,1,0,581,1
5151,50584,0,0,deny,62,62,0,1,0,1,0,582,2
40988,60043,0,0,deny,146,146,0,1,0,1,0,583,1
50902,445,0,0,deny,70,70,0,1,0,1,0,584,2
55593,445,0,0,deny,70,70,0,1,0,1,0,585,1
55592,445,0,0,deny,70,70,0,1,0,1,0,586,2
55582,445,0,0,deny,70,70,0,1,0,1,0,587,2
55580,445,0,0,deny,70,70,0,1,0,1,0,588,3
20012,8443,0,0,deny,60,60,0,1,0,1,0,589,2
50978,445,0,0,deny,66,66,0,1,0,1,0,590,1
50976,445,0,0,deny,66,66,0,1,0,1,0,591,1
50975,445,0,0,deny,66,66,0,1,0,1,0,264,3
59610,51505,0,0,deny,66,66,0,1,0,1,0,592,1
64406,25174,0,0,deny,62,62,0,1,0,1,0,593,3
50506,10214,0,0,deny,66,66,0,1,0,1,0,594,2
7110,25174,0,0,deny,66,66,0,1,0,1,0,595,1
55575,445,0,0,deny,70,70,0,1,0,1,0,596,1
443,49988,0,0,deny,82,82,0,1,0,1,0,233,6
62111,35440,0,0,deny,66,66,0,1,0,1,0,597,1
60799,25174,0,0,deny,66,66,0,1,0,1,0,598,1
6666,5000,0,0,deny,60,60,0,1,0,1,0,599,4
1116,44847,0,0,deny,66,66,0,1,0,1,0,600,1
61202,35894,0,0,deny,66,66,0,1,0,1,0,601,2
55569,445,0,0,deny,70,70,0,1,0,1,0,602,1
55568,445,0,0,deny,70,70,0,1,0,1,0,603,1
55567,445,0,0,deny,70,70,0,1,0,1,0,604,3
50889,445,0,0,deny,70,70,0,1,0,1,0,605,2
35744,64147,0,0,deny,66,66,0,1,0,1,0,606,1
26424,27189,0,0,deny,66,66,0,1,0,1,0,607,2
1038,37965,0,0,deny,62,62,0,1,0,1,0,608,8
50886,445,0,0,deny,70,70,0,1,0,1,0,609,2
50127,64147,0,0,deny,62,62,0,1,0,1,0,610,3
61183,25174,0,0,deny,62,62,0,1,0,1,0,611,1
59972,25174,0,0,deny,62,62,0,1,0,1,0,612,1
55558,445,0,0,deny,70,70,0,1,0,1,0,613,2
55555,445,0,0,deny,70,70,0,1,0,1,0,614,1
55551,445,0,0,deny,70,70,0,1,0,1,0,615,2
55043,57470,0,0,deny,78,78,0,1,0,1,0,616,6
60128,22114,0,0,deny,62,62,0,1,0,1,0,617,1
14263,22114,0,0,deny,66,66,0,1,0,1,0,618,3
7521,20234,0,0,deny,157,157,0,1,0,1,0,619,1
27153,50584,0,0,deny,146,146,0,1,0,1,0,620,1
50963,445,0,0,deny,66,66,0,1,0,1,0,621,1
50882,445,0,0,deny,70,70,0,1,0,1,0,622,2
50880,445,0,0,deny,70,70,0,1,0,1,0,623,2
10669,49756,0,0,deny,60,60,0,1,0,1,0,624,15
10669,49756,0,0,deny,60,60,0,1,0,1,0,624,15
10669,49756,0,0,deny,60,60,0,1,0,1,0,624,15
10669,49756,0,0,deny,60,60,0,1,0,1,0,624,15
10669,49756,0,0,deny,60,60,0,1,0,1,0,624,15
10594,25174,0,0,deny,146,146,0,1,0,1,0,625,1
50878,445,0,0,deny,70,70,0,1,0,1,0,626,2
49001,48817,0,0,deny,160,160,0,1,0,1,0,627,2
56432,35253,0,0,deny,66,66,0,1,0,1,0,628,1
55550,445,0,0,deny,70,70,0,1,0,1,0,629,2
63321,37807,0,0,deny,66,66,0,1,0,1,0,630,2
55512,23718,0,0,deny,66,66,0,1,0,1,0,631,1
55547,445,0,0,deny,70,70,0,1,0,1,0,632,2
19875,30170,0,0,deny,145,145,0,1,0,1,0,633,31
43671,17372,0,0,deny,62,62,0,1,0,1,0,634,3
45941,23386,0,0,deny,60,60,0,1,0,1,0,241,53
50871,445,0,0,deny,70,70,0,1,0,1,0,635,1
48071,25174,0,0,deny,62,62,0,1,0,1,0,636,3
50950,445,0,0,deny,66,66,0,1,0,1,0,637,1
50947,445,0,0,deny,66,66,0,1,0,1,0,638,2
54280,3385,0,0,deny,60,60,0,1,0,1,0,639,7
47266,25174,0,0,deny,146,146,0,1,0,1,0,640,1
50869,445,0,0,deny,70,70,0,1,0,1,0,641,2
28875,51505,0,0,deny,62,62,0,1,0,1,0,642,3
36229,62413,0,0,deny,62,62,0,1,0,1,0,643,2
52225,31985,35881,31985,allow,66,66,0,1,5,1,0,644,2
52234,64624,43132,64624,allow,136,136,0,3,14,3,0,645,1
57575,443,57575,443,allow,206737,25710,181027,212,180,75,137,646,2
57573,443,57573,443,allow,775362,32338,743024,683,180,169,514,647,1
55410,53,27764,53,allow,711,87,624,2,30,1,1,648,2
55059,53,53925,53,allow,711,87,624,2,30,1,1,649,1
2182,53,2182,53,allow,643,88,555,2,30,1,1,650,1
55613,53,34338,53,allow,170,87,83,2,30,1,1,651,4
64775,443,64775,443,allow,4559,1652,2907,19,27,11,8,652,1
52277,443,52277,443,allow,1880,941,939,17,21,7,10,653,2
51493,80,21444,80,allow,9524,736,8788,18,131,9,9,654,1
57570,443,57570,443,allow,175212,28668,146544,186,180,69,117,655,3
52224,37178,41727,37178,allow,136,136,0,3,14,3,0,656,1
56434,53,56434,53,allow,243,94,149,2,32,1,1,320,3
52259,25011,50909,25011,allow,70,70,0,2,8,2,0,657,1
55589,443,3953,443,allow,7894,1557,6337,20,150,9,11,658,1
53527,443,25088,443,allow,127391,26326,101065,179,172,76,103,659,1
55893,53,56779,53,allow,711,87,624,2,30,1,1,660,5
55836,53,8077,53,allow,170,87,83,2,31,1,1,661,10
64928,53,11072,53,allow,762,98,664,2,30,1,1,662,1
56752,53,39858,53,allow,701,88,613,2,30,1,1,663,5
49241,443,49241,443,allow,31778,6075,25703,54,49,28,26,664,1
60443,443,1656,443,allow,10961,4286,6675,53,320,21,32,665,1
52235,48910,47820,48910,allow,136,136,0,3,14,3,0,666,1
53993,6881,30701,6881,allow,70,70,0,2,8,2,0,667,1
52221,33166,38901,33166,allow,66,66,0,1,5,1,0,668,2
56597,443,50431,443,allow,10135129,248530,9886599,9808,64,3124,6684,669,2
64089,20260,49392,20260,allow,66,66,0,1,5,1,0,670,2
50895,443,61149,443,allow,130,70,60,3,5,2,1,671,3
64114,64126,30827,64126,allow,66,66,0,2,8,2,0,672,1
59937,443,15432,443,allow,7701,3981,3720,27,70,12,15,673,3
55592,443,17919,443,allow,8049,1560,6489,19,150,9,10,674,1
55591,443,37425,443,allow,7902,1565,6337,20,150,9,11,675,1
56811,443,16024,443,allow,8020,2000,6020,20,15,11,9,676,1
49336,80,14005,80,allow,3060,1219,1841,11,19,7,4,677,1
53527,5228,55667,5228,allow,9674,1776,7898,29,3764,11,18,678,1
51152,443,11725,443,allow,44048,4441,39607,97,317,43,54,679,1
64111,1830,17922,1830,allow,66,66,0,2,8,2,0,680,1
52230,47803,46448,47803,allow,136,136,0,3,14,3,0,681,1
56812,443,34534,443,allow,8073,2053,6020,20,15,11,9,682,2
55590,443,56220,443,allow,7906,1569,6337,20,150,9,11,683,1
52260,52142,32000,52142,allow,70,70,0,2,8,2,0,684,1
55100,53,57209,53,allow,711,87,624,2,30,1,1,685,6
56810,443,52495,443,allow,8072,2052,6020,20,16,11,9,686,1
59895,53,59895,53,allow,643,88,555,2,30,1,1,687,1
42625,443,18977,443,allow,218298,5904,212394,220,120,63,157,688,1
46422,80,48489,80,allow,1447,468,979,9,181,5,4,689,1
44847,18659,47289,18659,allow,150,150,0,1,1200,1,0,690,1
54153,443,43773,443,allow,5008,2097,2911,13,121,6,7,691,1
3376,35440,0,0,deny,66,66,0,1,0,1,0,692,1
50868,445,0,0,deny,70,70,0,1,0,1,0,693,3
55538,445,0,0,deny,70,70,0,1,0,1,0,694,1
55532,445,0,0,deny,70,70,0,1,0,1,0,695,2
55530,445,0,0,deny,70,70,0,1,0,1,0,696,1
55529,445,0,0,deny,70,70,0,1,0,1,0,697,2
50867,445,0,0,deny,70,70,0,1,0,1,0,698,2
53243,57470,0,0,deny,74,74,0,1,0,1,0,268,2
50866,445,0,0,deny,70,70,0,1,0,1,0,699,3
50862,445,0,0,deny,70,70,0,1,0,1,0,700,2
50861,445,0,0,deny,70,70,0,1,0,1,0,701,2
2815,62413,0,0,deny,66,66,0,1,0,1,0,702,1
41477,50584,0,0,deny,66,66,0,1,0,1,0,703,1
59393,25174,0,0,deny,66,66,0,1,0,1,0,704,1
50945,445,0,0,deny,66,66,0,1,0,1,0,705,2
53089,24211,0,0,deny,62,62,0,1,0,1,0,706,3
55206,22114,0,0,deny,66,66,0,1,0,1,0,707,2
13406,22114,0,0,deny,62,62,0,1,0,1,0,708,2
18745,64147,0,0,deny,62,62,0,1,0,1,0,709,3
53189,62413,0,0,deny,62,62,0,1,0,1,0,710,2
50934,445,0,0,deny,66,66,0,1,0,1,0,711,1
50936,445,0,0,deny,66,66,0,1,0,1,0,712,2
50938,445,0,0,deny,66,66,0,1,0,1,0,713,2
50932,445,0,0,deny,66,66,0,1,0,1,0,714,1
55590,53,20424,53,allow,177,94,83,2,30,1,1,715,2
50929,445,0,0,deny,66,66,0,1,0,1,0,716,2
50927,445,0,0,deny,66,66,0,1,0,1,0,717,3
50928,445,0,0,deny,66,66,0,1,0,1,0,539,4
50848,445,0,0,deny,70,70,0,1,0,1,0,718,3
50847,445,0,0,deny,70,70,0,1,0,1,0,719,2
443,49988,0,0,deny,82,82,0,1,0,1,0,233,6
443,41237,0,0,deny,89,89,0,1,0,1,0,720,1
50843,445,0,0,deny,70,70,0,1,0,1,0,721,1
55523,445,0,0,deny,70,70,0,1,0,1,0,722,2
50838,445,0,0,deny,70,70,0,1,0,1,0,723,2
50837,445,0,0,deny,70,70,0,1,0,1,0,724,4
45964,2777,0,0,deny,60,60,0,1,0,1,0,725,1
55520,445,0,0,deny,70,70,0,1,0,1,0,726,2
55518,445,0,0,deny,70,70,0,1,0,1,0,727,1
55516,445,0,0,deny,70,70,0,1,0,1,0,728,3
53275,21247,0,0,deny,62,62,0,1,0,1,0,729,3
53750,25174,0,0,deny,62,62,0,1,0,1,0,730,3
65288,44847,0,0,deny,66,66,0,1,0,1,0,731,1
60003,36829,0,0,deny,66,66,0,1,0,1,0,732,1
53667,22114,0,0,deny,62,62,0,1,0,1,0,733,3
65270,3855,0,0,deny,78,78,0,1,0,1,0,734,8
51827,56205,0,0,deny,66,66,0,1,0,1,0,735,2
58835,17372,0,0,deny,66,66,0,1,0,1,0,736,3
42674,22114,0,0,deny,62,62,0,1,0,1,0,737,1
49587,35776,0,0,deny,157,157,0,1,0,1,0,738,1
50826,445,0,0,deny,70,70,0,1,0,1,0,739,2
12655,30627,0,0,deny,62,62,0,1,0,1,0,740,1
55514,445,0,0,deny,70,70,0,1,0,1,0,741,2
55515,445,0,0,deny,70,70,0,1,0,1,0,742,2
55509,445,0,0,deny,70,70,0,1,0,1,0,743,1
52102,443,62995,443,allow,343074,14649,328425,390,41,159,231,744,2
52262,14418,18744,14418,allow,70,70,0,2,8,2,0,745,1
52231,1026,54310,1026,allow,136,136,0,3,14,3,0,746,1
42873,443,33511,443,allow,3379,2111,1268,19,15,10,9,747,1
57441,53,7425,53,allow,177,94,83,2,30,1,1,748,4
54571,443,54134,443,allow,10546,2453,8093,28,15,16,12,749,1
51502,80,42285,80,allow,1515,481,1034,11,15,6,5,750,1
64581,53,7849,53,allow,514,88,426,4,42,2,2,751,3
34220,443,12969,443,allow,7946,2731,5215,27,18,15,12,752,1
50008,53,2633,53,allow,232,94,138,2,29,1,1,753,5
57470,21158,39017,21158,allow,2182,798,1384,19,1199,10,9,754,1
52211,80,22459,80,allow,8559,5109,3450,23,160,12,11,755,1
47159,443,53350,443,allow,777,432,345,10,15,5,5,756,1
49291,443,62267,443,allow,18607,4906,13701,47,255,20,27,757,1
49255,80,49255,80,allow,8453,961,7492,18,20,9,9,758,1
49300,443,26110,443,allow,8282,3240,5042,40,255,20,20,759,5
46452,53,46452,53,allow,247,98,149,2,32,1,1,760,1
21018,53,21018,53,allow,235,90,145,2,31,1,1,761,1
49913,53,61333,53,allow,177,94,83,2,29,1,1,491,7
55563,53,47396,53,allow,177,94,83,2,29,1,1,513,7
55135,53,55135,53,allow,220,90,130,2,29,1,1,762,1
50705,80,25198,80,allow,499,192,307,6,26,4,2,763,1
50697,80,65344,80,allow,318,192,126,6,27,4,2,764,3
35671,443,43722,443,allow,6824,1142,5682,24,134,13,11,765,1
52228,49974,17167,49974,allow,230,136,94,4,14,3,1,766,1
50746,443,34629,443,allow,8422,1676,6746,25,16,13,12,767,2
49486,7000,49486,7000,allow,3370,1595,1775,16,15,9,7,768,1
59877,443,61626,443,allow,9024,1533,7491,25,110,11,14,769,1
60526,443,60526,443,allow,1462,863,599,15,37,9,6,770,1
47009,53,0,0,allow,86,86,0,1,30,1,0,771,1
55067,443,5248,443,allow,17968,12031,5937,38,63,21,17,772,3
65077,53,33139,53,allow,734,86,648,2,30,1,1,773,1
52258,58792,14441,58792,allow,316,136,180,6,8,3,3,774,1
41431,443,64563,443,allow,190,70,120,4,15,2,2,775,2
49508,443,20014,443,allow,13719,5017,8702,40,283,20,20,776,2
52256,41337,31273,41337,allow,316,136,180,6,8,3,3,777,1
37419,443,55901,443,allow,558,210,348,9,28,4,5,778,1
51817,443,24496,443,allow,2811130,115323,2695807,3382,206,1445,1937,779,1
52232,35126,13178,35126,allow,70,70,0,1,5,1,0,780,2
60372,53,60372,53,allow,222,90,132,2,30,1,1,781,1
52220,65128,1362,65128,allow,70,70,0,1,5,1,0,782,2
52223,11979,45106,11979,allow,70,70,0,1,5,1,0,783,2
40189,443,26952,443,allow,7221,2940,4281,30,23,16,14,784,1
55836,53,20362,53,allow,177,94,83,2,30,1,1,661,10
52802,443,30052,443,allow,4202,1924,2278,27,80,13,14,785,1
55613,53,57785,53,allow,177,94,83,2,30,1,1,651,4
35216,123,45101,123,allow,184,94,90,2,30,1,1,786,1
51221,49857,1668,49857,allow,791,266,525,8,1200,4,4,787,1
65139,53,12315,53,allow,210,102,108,2,30,1,1,788,7
52101,80,34628,80,allow,55117,3792,51325,69,36,29,40,789,1
49474,7000,49474,7000,allow,2990,1599,1391,15,15,8,7,790,2
37466,443,58228,443,allow,13829,1724,12105,28,516,13,15,791,1
50700,80,14024,80,allow,648,256,392,8,27,5,3,792,7
50704,80,8069,80,allow,499,192,307,6,26,4,2,793,2
43744,53,43744,53,allow,235,90,145,2,32,1,1,794,1
50226,80,13987,80,allow,1746,780,966,19,102,7,12,795,2
50665,443,2947,443,allow,2626,1638,988,19,83,11,8,796,3
56441,80,54346,80,allow,17008,1379,15629,22,25,7,15,797,3
57441,53,33174,53,allow,177,94,83,2,30,1,1,748,4
1935,53,17873,53,allow,260,86,174,2,30,1,1,798,1
56022,53,29566,53,allow,728,102,626,2,30,1,1,799,1
50265,17555,24395,17555,allow,1488,930,558,21,1200,12,9,800,1
53973,50546,28275,50546,allow,2069,1081,988,12,16,7,5,801,1
57913,80,64220,80,allow,6515,1210,5305,15,23,8,7,802,1
49240,443,49240,443,allow,8448,3368,5080,25,48,15,10,803,1
53705,443,25596,443,allow,1579,988,591,13,44,7,6,804,2
64110,51617,13818,51617,allow,66,66,0,2,7,2,0,805,1
52233,42673,65112,42673,allow,136,136,0,3,14,3,0,806,1
56275,53,54180,53,allow,177,94,83,2,30,1,1,807,5
52222,11516,7975,11516,allow,70,70,0,1,5,1,0,808,2
60474,443,49891,443,allow,5888,1175,4713,19,76,11,8,809,1
35922,443,6231,443,allow,6997,1773,5224,27,17,15,12,810,1
50433,443,11749,443,allow,134,60,74,3,10,2,1,811,1
33042,443,32323,443,allow,130,70,60,2,14,1,1,812,2
59833,443,63196,443,allow,15252,5376,9876,35,154,16,19,813,1
52257,6712,42589,6712,allow,70,70,0,2,8,2,0,814,1
38716,443,32682,443,allow,90273,3481,86792,96,15,31,65,815,1
52226,48784,61623,48784,allow,70,70,0,1,5,1,0,816,2
52645,6881,55258,6881,allow,841,535,306,10,14,5,5,817,1
64081,59517,43134,59517,allow,504,382,122,8,16,6,2,818,1
55806,53,43969,53,allow,200,102,98,2,32,1,1,455,4
50057,53,42578,53,allow,177,94,83,2,29,1,1,388,3
52149,80,41444,80,allow,1638,1324,314,10,15,5,5,819,2
56730,53,39267,53,allow,177,94,83,2,29,1,1,317,7
